,sp500_close,nasdaq_close,sentiment_hesitant,sentiment_mean,sp500_return,nasdaq_return,hesitant_return,hesitant_mean_return,sp500_diff,nasdaq_diff,hesitant_diff,sentiment_mean_diff
2016-12-28,2249.919922,5438.560059,0.9397377680186803,0.6110752768208281,,,,,,,,
2016-12-29,2249.26001,5432.089844,0.9387416530805628,0.6034446090991864,-0.0002933046610003043,-0.001189692663096209,-0.0010599924489761436,-0.012487279409078456,-0.6599120000000767,-6.47021500000028,-0.000996114938117465,-0.007630667721641671
2016-12-30,2238.830078,5383.120117,0.9251744820523642,0.5345044680175516,-0.004637050387073738,-0.009014896367019576,-0.01445250776257423,-0.11424435655253873,-10.429932000000008,-48.96972699999969,-0.013567171028198599,-0.06894014108163482
2017-01-03,2257.830078,5429.080078,0.9412339767394742,0.5914007780650542,0.008486575281753117,0.008537792209922568,0.017358341587074833,0.10644683712098413,19.0,45.959960999999566,0.016059494687109988,0.05689631004750262
2017-01-04,2270.75,5477.0,0.8263186639296365,0.4150090583366983,0.005722273844205539,0.008826527019592856,-0.12209006012289891,-0.29826088546158924,12.919922000000042,47.91992200000004,-0.11491531280983769,-0.17639171972835588
2017-01-05,2269.0,5487.939941,0.8855267071917766,0.48562766070474156,-0.0007706704833204681,0.001997433083804845,0.0716527967316758,0.17016159273986275,-1.75,10.939940999999635,0.05920804326214013,0.07061860236804324
2017-01-06,2276.97998,5521.060059,0.8889194641314522,0.4750287741106265,0.00351695901278104,0.006035072970198341,0.0038313434390193635,-0.021825129521522713,7.979980000000069,33.12011800000073,0.0033927569396755564,-0.010598886594115065
2017-01-09,2268.899902,5531.819824,0.9112172491513408,0.5210640607653173,-0.003548594221719936,0.0019488585316980167,0.025084145324318463,0.09691052240125964,-8.080077999999958,10.759764999999788,0.02229778501988866,0.04603528665469081
2017-01-10,2268.899902,5551.819824,0.9027658352506902,0.510570367009178,0.0,0.0036154467492288678,-0.009274861629893216,-0.02013897051492397,0.0,20.0,-0.008451413900650628,-0.010493693756139288
2017-01-11,2275.320068,5563.649902,0.9017924752882678,0.5075613489287176,0.00282963827286542,0.002130846888953375,-0.001078197606084741,-0.005893444419985849,6.420165999999881,11.830077999999958,-0.0009733599624224265,-0.0030090180804603905
2017-01-12,2270.439941,5547.490234000001,0.902758246962313,0.4969916316667565,-0.002144809017699867,-0.002904508422463925,0.001070946698392472,-0.02082451172507538,-4.880126999999902,-16.15966799999933,0.0009657716740452127,-0.010569717261961153
2017-01-13,2274.639893,5574.120117,0.8886586277668511,0.49875322718425336,0.0018498406076092877,0.004800347882865541,-0.015618377614278978,0.0035445174631794085,4.199951999999939,26.62988299999961,-0.014099619195461877,0.0017615955174968834
2017-01-17,2267.889893,5538.72998,0.9168674555007155,0.5547481447777852,-0.002967502689446566,-0.006349008678888546,0.031743154066653956,0.11226978501904661,-6.75,-35.39013700000032,0.02820882773386435,0.05599491759353187
2017-01-18,2271.889893,5555.649902,0.9143406218192716,0.5297711000782881,0.0017637540571728838,0.0030548378529187126,-0.0027559421662141093,-0.045024115780508245,4.0,16.919922000000042,-0.0025268336814439074,-0.02497704469949713
2017-01-19,2263.689941,5540.080078,0.8959785852376937,0.5136621495617353,-0.003609308719258353,-0.0028025207265841567,-0.020082271467981805,-0.030407378798451346,-8.19995199999994,-15.569824000000153,-0.018362036581577867,-0.01610895051655281
2017-01-20,2271.310059,5555.330078,0.9386796092128803,0.5843806027405136,0.0033662375142391454,0.0027526677927560694,0.04765853188763258,0.13767503258536062,7.62011799999982,15.25,0.0427010239751866,0.07071845317877834
2017-01-23,2265.199951,5552.939941,0.9194022331324353,0.5639869758340974,-0.0026901250121218467,-0.000430242121789548,-0.020536694193889926,-0.034897850494657434,-6.110107999999855,-2.3901370000003226,-0.019277376080444997,-0.020393626906416218
2017-01-24,2280.070068,5600.959961,0.8767027165600548,0.4774726110070554,0.006564593555387965,0.0086476750172364,-0.04644269399575174,-0.15339780621545962,14.870116999999937,48.02001999999993,-0.04269951657238047,-0.086514364827042
2017-01-25,2298.3701170000004,5656.339844,0.8444300848056422,0.43257591344209095,0.008026090626264137,0.00988756987830941,-0.03681137419197433,-0.09402989099263959,18.3000490000004,55.37988300000052,-0.03227263175441264,-0.04489669756496445
2017-01-26,2296.679932,5655.180176,0.855134815994602,0.4451023129243535,-0.0007353841696334795,-0.00020502092023877427,0.012676870923450823,0.028957690645758705,-1.6901850000003833,-1.159668000000238,0.01070473118895976,0.012526399482262529
2017-01-27,2294.689941,5660.779785,0.8648498144150047,0.4610580209556858,-0.0008664642261523303,0.000990173403097483,0.011360779889546757,0.03584728177776064,-1.9899909999999181,5.599608999999873,0.009714998420402798,0.01595570803133234
2017-01-30,2280.899902,5613.709961,0.8697729787395058,0.47841083573036414,-0.0060095434915230506,-0.008315077743304311,0.005692507811695835,0.03763694369465531,-13.790038999999979,-47.06982400000015,0.004923164324501017,0.017352814774678316
2017-01-31,2278.8701170000004,5614.790039,0.8368405113151152,0.426370717861977,-0.0008899053387743106,0.00019240003625142776,-0.03786329103039865,-0.10877704680108313,-2.0297849999997197,1.0800780000008672,-0.0329324674243906,-0.05204011786838714
2017-02-01,2279.550049,5642.649902,0.8903349487868146,0.4926384612660662,0.0002983636473739004,0.0049618708458352145,0.06392429232140273,0.1554228295422977,0.6799319999995532,27.859862999999677,0.05349443747169946,0.0662677434040892
2017-02-02,2280.850098,5636.200195,0.8168616825757654,0.4235569115469382,0.0005703094786491114,-0.0011430280297407558,-0.08252317435271428,-0.1402276824704074,1.3000489999999445,-6.449706999999762,-0.07347326621104922,-0.069081549719128
2017-02-03,2297.419922,5666.77002,0.8338086415110453,0.4453434174980474,0.007264758001645832,0.005423835907588659,0.020746424145936082,0.05143702146551998,16.569824000000153,30.569824999999582,0.016946958935279866,0.021786505951109203
2017-02-06,2292.560059,5663.549805,0.8846297444704999,0.48731807591105614,-0.002115356863350182,-0.0005682628708479909,0.060950559192281206,0.09425233822658385,-4.859863000000132,-3.2202150000002803,0.050821102959454634,0.041974658413008736
2017-02-07,2293.080078,5674.220215,0.8486110245198817,0.44509499990584683,0.0002268289539280044,0.001884049821647249,-0.040716152916808634,-0.08664377147568758,0.5200190000000475,10.67041000000063,-0.03601871995061823,-0.042223076005209303
2017-02-08,2294.669922,5682.450195,0.8756659630816523,0.46823493592246596,0.0006933224946015226,0.0014504160374748665,0.031881436582888556,0.051988757504609184,1.5898440000000846,8.229980000000069,0.02705493856177066,0.023139936016619123
2017-02-09,2307.8701170000004,5715.180176,0.8878518087167788,0.5037511397840221,0.0057525463132821475,0.005759835964562976,0.013916089181132518,0.0758512471769881,13.200195000000349,32.7299809999995,0.01218584563512648,0.03551620386155613
2017-02-10,2316.100098,5734.129883,0.8297636153672336,0.418090160205953,0.0035660503333254656,0.003315679719001041,-0.06542555050206034,-0.17004622483791365,8.229980999999498,18.949706999999762,-0.05808819334954518,-0.08566097957806906
2017-02-13,2328.25,5763.959961,0.898898794187526,0.5025209619163687,0.00524584494879643,0.005202197824021537,0.08331912551949494,0.20194400573509008,12.149902000000111,29.830077999999958,0.06913517882029241,0.08443080171041573
2017-02-14,2337.580078,5782.569824,0.884128746454062,0.46579413219438404,0.004007335122946376,0.0032286593116395146,-0.016431268824666723,-0.07308516958561606,9.330077999999958,18.609863000000587,-0.01477004773346402,-0.03672682972198471
2017-02-15,2349.25,5819.439941,0.8660802147599641,0.4705860932804151,0.004992308973639448,0.00637607813172858,-0.02041391795763281,0.010287723169581042,11.669922000000042,36.87011699999948,-0.018048531694097925,0.004791961086031082
2017-02-16,2347.219971,5814.899902,0.8290794819683812,0.42125487334614026,-0.0008641179099713181,-0.0007801505034897849,-0.04272206218431829,-0.10482931952024166,-2.030029000000013,-4.540038999999524,-0.03700073279158289,-0.04933121993427486
2017-02-17,2351.159912,5838.580078,0.8892705850795339,0.5006920886637549,0.0016785563554666538,0.004072327365747919,0.07259991885005812,0.18857281029563788,3.93994100000009,23.680175999999847,0.06019110311115272,0.07943721531761466
2017-02-21,2365.3798829999996,5865.950195,0.8865611537951879,0.5005878635028914,0.006048066287376974,0.004687803649920275,-0.003046801873137106,-0.00020816218834540656,14.219970999999532,27.37011700000039,-0.0027094312843460866,-0.00010422516086350253
2017-02-22,2362.820068,5860.629883,0.8774438321684942,0.4568364935883673,-0.0010822003765217358,-0.0009069821296020519,-0.010283917344747429,-0.08739998131071625,-2.5598149999996167,-5.32031200000074,-0.009117321626693653,-0.04375136991452411
2017-02-23,2363.810059,5835.509765999999,0.8761597262870884,0.456833109687139,0.0004189870457795841,-0.004286248662940917,-0.0014634622004605635,-7.407248054369653e-06,0.9899909999999181,-25.12011700000039,-0.001284105881405817,-3.383901228282138e-06
2017-02-24,2367.340088,5845.310059,0.8928539523654033,0.5058612149587234,0.0014933640655938607,0.001679423631008481,0.019053861502011937,0.10732169851953399,3.530029000000013,9.800293000001147,0.016694226078314944,0.049028105271584355
2017-02-27,2369.75,5861.899902,0.9132290517307331,0.542158377377182,0.0010179830148679958,0.0028381459379482887,0.022820192833722386,0.0717532029440533,2.4099120000000767,16.589842999999746,0.020375099365329774,0.036297162418458595
