,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,extended_tweet,display_text_range,retweeted_status,extended_entities
20,Mon Apr 27 13:51:28 +0000 2020,1254770141633511425,1254770141633511425,"EU data privacy watchdogs, now expected to step up amid the Covid-19 pandemic, are routinely starved of resources t… https://t.co/nB5muFskaM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,4,19,47,"{'hashtags': [], 'urls': [{'url': 'https://t.co/nB5muFskaM', 'expanded_url': 'https://twitter.com/i/web/status/1254770141633511425', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'EU data privacy watchdogs, now expected to step up amid the Covid-19 pandemic, are routinely starved of resources to do their regular job properly, a U.S. software maker warns https://t.co/SaKoWDcz25', 'display_text_range': [0, 199], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/SaKoWDcz25', 'expanded_url': 'https://trib.al/VyHrWJG', 'display_url': 'trib.al/VyHrWJG', 'indices': [176, 199]}], 'user_mentions': [], 'symbols': []}}",,,
21,Mon Apr 27 13:49:42 +0000 2020,1254769696185835523,1254769696185835523,Germany expects the fallout from coronavirus to lead to the worst economic contraction in the post-war era https://t.co/JntJIJ9KON,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,2,7,65,101,"{'hashtags': [], 'urls': [{'url': 'https://t.co/JntJIJ9KON', 'expanded_url': 'https://trib.al/NHAWgN7', 'display_url': 'trib.al/NHAWgN7', 'indices': [107, 130]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
22,Mon Apr 27 13:35:58 +0000 2020,1254766238347284480,1254766238347284480,RT @markets: U.S. markets open higher https://t.co/Z8AzOvHrMM https://t.co/imBP8Y34Wu,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Z8AzOvHrMM', 'expanded_url': 'https://bloom.bg/3eXCRK6', 'display_url': 'bloom.bg/3eXCRK6', 'indices': [38, 61]}], 'user_mentions': [{'screen_name': 'markets', 'name': 'Bloomberg Markets', 'id': 69620713, 'id_str': '69620713', 'indices': [3, 11]}], 'symbols': [], 'media': [{'id': 1254764811218325506, 'id_str': '1254764811218325506', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'media_url_https': 'https://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'url': 'https://t.co/imBP8Y34Wu', 'display_url': 'pic.twitter.com/imBP8Y34Wu', 'expanded_url': 'https://twitter.com/markets/status/1254764823063048193/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 640, 'h': 330, 'resize': 'fit'}, 'small': {'w': 640, 'h': 330, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 330, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'source_status_id': 1254764823063048193, 'source_status_id_str': '1254764823063048193', 'source_user_id': 69620713, 'source_user_id_str': '69620713'}]}",False,False,False,low,en,[{'tag': None}],,,"{'created_at': 'Mon Apr 27 13:30:20 +0000 2020', 'id': 1254764823063048193, 'id_str': '1254764823063048193', 'text': 'U.S. markets open higher https://t.co/Z8AzOvHrMM https://t.co/imBP8Y34Wu', 'display_text_range': [0, 48], 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 69620713, 'id_str': '69620713', 'name': 'Bloomberg Markets', 'screen_name': 'markets', 'location': 'New York', 'url': 'http://www.bloombergmarkets.com', 'description': 'Breaking news and analysis on global financial markets', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 671169, 'friends_count': 281, 'listed_count': 10140, 'favourites_count': 105, 'statuses_count': 121505, 'created_at': 'Fri Aug 28 15:52:42 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991798238519971840/0dG9AoKr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991798238519971840/0dG9AoKr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/69620713/1525298093', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 13, 'reply_count': 12, 'retweet_count': 65, 'favorite_count': 166, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Z8AzOvHrMM', 'expanded_url': 'https://bloom.bg/3eXCRK6', 'display_url': 'bloom.bg/3eXCRK6', 'indices': [25, 48]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1254764811218325506, 'id_str': '1254764811218325506', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'media_url_https': 'https://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'url': 'https://t.co/imBP8Y34Wu', 'display_url': 'pic.twitter.com/imBP8Y34Wu', 'expanded_url': 'https://twitter.com/markets/status/1254764823063048193/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 640, 'h': 330, 'resize': 'fit'}, 'small': {'w': 640, 'h': 330, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 330, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}, 'extended_entities': {'media': [{'id': 1254764811218325506, 'id_str': '1254764811218325506', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'media_url_https': 'https://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'url': 'https://t.co/imBP8Y34Wu', 'display_url': 'pic.twitter.com/imBP8Y34Wu', 'expanded_url': 'https://twitter.com/markets/status/1254764823063048193/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 640, 'h': 330, 'resize': 'fit'}, 'small': {'w': 640, 'h': 330, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 330, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}","{'media': [{'id': 1254764811218325506, 'id_str': '1254764811218325506', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'media_url_https': 'https://pbs.twimg.com/media/EWnR8qFUEAIO_aM.png', 'url': 'https://t.co/imBP8Y34Wu', 'display_url': 'pic.twitter.com/imBP8Y34Wu', 'expanded_url': 'https://twitter.com/markets/status/1254764823063048193/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 640, 'h': 330, 'resize': 'fit'}, 'small': {'w': 640, 'h': 330, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 330, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'source_status_id': 1254764823063048193, 'source_status_id_str': '1254764823063048193', 'source_user_id': 69620713, 'source_user_id_str': '69620713'}]}"
23,Mon Apr 27 13:27:45 +0000 2020,1254764172820307969,1254764172820307969,"A new study from Wuhan finds the coronavirus can linger in the air in crowded spaces, as scientists struggle to det… https://t.co/PVjE5Aqqxp","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,166,146,883,1123,"{'hashtags': [], 'urls': [{'url': 'https://t.co/PVjE5Aqqxp', 'expanded_url': 'https://twitter.com/i/web/status/1254764172820307969', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'A new study from Wuhan finds the coronavirus can linger in the air in crowded spaces, as scientists struggle to determine exactly how it spreads https://t.co/QOai4V6cmq', 'display_text_range': [0, 168], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/QOai4V6cmq', 'expanded_url': 'https://trib.al/CMXtB4w', 'display_url': 'trib.al/CMXtB4w', 'indices': [145, 168]}], 'user_mentions': [], 'symbols': []}}",,,
24,Mon Apr 27 13:22:26 +0000 2020,1254762832316563456,1254762832316563456,LATEST: GM suspended its dividend and the share-buyback program to conserve cash https://t.co/OkLfC57E9B,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,5,6,37,82,"{'hashtags': [], 'urls': [{'url': 'https://t.co/OkLfC57E9B', 'expanded_url': 'https://trib.al/Ky2195W', 'display_url': 'trib.al/Ky2195W', 'indices': [81, 104]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
25,Mon Apr 27 13:21:59 +0000 2020,1254762719816884224,1254762719816884224,"The whole energy sector is in a slump, but coal is suffering worst of all https://t.co/TCfPI2hGp6","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,10,15,45,136,"{'hashtags': [], 'urls': [{'url': 'https://t.co/TCfPI2hGp6', 'expanded_url': 'https://trib.al/dlWu45l', 'display_url': 'trib.al/dlWu45l', 'indices': [74, 97]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
26,Mon Apr 27 13:14:21 +0000 2020,1254760799651889154,1254760799651889154,Have $25.5 million and looking for somewhere to shelter in place? https://t.co/RylTXXMFTP,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,21,39,18,64,"{'hashtags': [], 'urls': [{'url': 'https://t.co/RylTXXMFTP', 'expanded_url': 'https://trib.al/SJDBktc', 'display_url': 'trib.al/SJDBktc', 'indices': [66, 89]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
27,Mon Apr 27 12:53:03 +0000 2020,1254755437884387328,1254755437884387328,Distilleries pivot to whiskey and hand sanitizer as the craft beer industry copes with coronavirus https://t.co/GB4uLsIZ1h,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,4,1,20,43,"{'hashtags': [], 'urls': [{'url': 'https://t.co/GB4uLsIZ1h', 'expanded_url': 'https://trib.al/Pkfej4d', 'display_url': 'trib.al/Pkfej4d', 'indices': [99, 122]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
28,Mon Apr 27 12:46:04 +0000 2020,1254753682127806464,1254753682127806464,"Thailand plans to extend its state of emergency to May 31, while also making preparations to restart businesses nat… https://t.co/m2nb9nOV5b","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,4,25,45,"{'hashtags': [], 'urls': [{'url': 'https://t.co/m2nb9nOV5b', 'expanded_url': 'https://twitter.com/i/web/status/1254753682127806464', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'Thailand plans to extend its state of emergency to May 31, while also making preparations to restart businesses nationwide https://t.co/HSdEKRnBqz', 'display_text_range': [0, 146], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/HSdEKRnBqz', 'expanded_url': 'https://trib.al/ol4OC9R', 'display_url': 'trib.al/ol4OC9R', 'indices': [123, 146]}], 'user_mentions': [], 'symbols': []}}",,,
29,Mon Apr 27 12:46:04 +0000 2020,1254753679883845633,1254753679883845633,BP will complete the sale of its Alaska business to Hilcorp Energy but under revised terms https://t.co/Z456twSqeM,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,3,0,13,18,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Z456twSqeM', 'expanded_url': 'https://trib.al/F91B1iM', 'display_url': 'trib.al/F91B1iM', 'indices': [91, 114]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
