,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,extended_tweet,display_text_range,retweeted_status,extended_entities
59,Mon Apr 27 11:31:07 +0000 2020,1254734817817739264,1254734817817739264,Joe Biden calls on the Trump Administration to vastly expand the country’s testing capabilities for the coronavirus https://t.co/vhHwwtlXV8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,3,6,22,60,"{'hashtags': [], 'urls': [{'url': 'https://t.co/vhHwwtlXV8', 'expanded_url': 'https://trib.al/VQsxuja', 'display_url': 'trib.al/VQsxuja', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
60,Mon Apr 27 11:31:06 +0000 2020,1254734817519980544,1254734817519980544,"While some mom-and-pop businesses wait in vain for their share of a federal bailout, some much larger companies are… https://t.co/Jm1nVnMH7x","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,4,3,27,30,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Jm1nVnMH7x', 'expanded_url': 'https://twitter.com/i/web/status/1254734817519980544', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'While some mom-and-pop businesses wait in vain for their share of a federal bailout, some much larger companies are getting cash https://t.co/VvpvGz8qaV', 'display_text_range': [0, 152], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/VvpvGz8qaV', 'expanded_url': 'https://trib.al/n0rPeCh', 'display_url': 'trib.al/n0rPeCh', 'indices': [129, 152]}], 'user_mentions': [], 'symbols': []}}",,,
61,Mon Apr 27 11:27:04 +0000 2020,1254733802217357312,1254733802217357312,Dubai is in talks to raise billions of dollars of debt privately instead of following Gulf neighbors by tapping pub… https://t.co/tHBoDAFNRn,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,0,24,40,"{'hashtags': [], 'urls': [{'url': 'https://t.co/tHBoDAFNRn', 'expanded_url': 'https://twitter.com/i/web/status/1254733802217357312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'Dubai is in talks to raise billions of dollars of debt privately instead of following Gulf neighbors by tapping public markets https://t.co/QtWqpbgJDZ', 'display_text_range': [0, 150], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/QtWqpbgJDZ', 'expanded_url': 'https://trib.al/f8Qrsw2', 'display_url': 'trib.al/f8Qrsw2', 'indices': [127, 150]}], 'user_mentions': [], 'symbols': []}}",,,
62,Mon Apr 27 11:27:04 +0000 2020,1254733801084923905,1254733801084923905,Business groups are pressuring Democratic officials in several U.S. states to postpone planned minimum-wage increas… https://t.co/0fE6OogBjK,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,4,4,18,14,"{'hashtags': [], 'urls': [{'url': 'https://t.co/0fE6OogBjK', 'expanded_url': 'https://twitter.com/i/web/status/1254733801084923905', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'Business groups are pressuring Democratic officials in several U.S. states to postpone planned minimum-wage increases https://t.co/L1jHsazixy', 'display_text_range': [0, 141], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/L1jHsazixy', 'expanded_url': 'https://trib.al/Dtx2fRM', 'display_url': 'trib.al/Dtx2fRM', 'indices': [118, 141]}], 'user_mentions': [], 'symbols': []}}",,,
63,Mon Apr 27 11:26:03 +0000 2020,1254733543072243719,1254733543072243719,New infrastructure isn’t necessarily green infrastructure https://t.co/n2IqWeq9RV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,3,2,19,43,"{'hashtags': [], 'urls': [{'url': 'https://t.co/n2IqWeq9RV', 'expanded_url': 'https://trib.al/w7Y07uF', 'display_url': 'trib.al/w7Y07uF', 'indices': [58, 81]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
64,Mon Apr 27 11:14:02 +0000 2020,1254730518962352128,1254730518962352128,RT @BloombergCA: Justin Trudeau’s search for a new Bank of Canada governor is entering its final days https://t.co/G2Yx9xiYSz,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/G2Yx9xiYSz', 'expanded_url': 'https://trib.al/DPQSoWB', 'display_url': 'trib.al/DPQSoWB', 'indices': [102, 125]}], 'user_mentions': [{'screen_name': 'BloombergCA', 'name': 'Bloomberg Canada', 'id': 2585696372, 'id_str': '2585696372', 'indices': [3, 15]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,"{'created_at': 'Mon Apr 27 10:57:03 +0000 2020', 'id': 1254726248384913408, 'id_str': '1254726248384913408', 'text': 'Justin Trudeau’s search for a new Bank of Canada governor is entering its final days https://t.co/G2Yx9xiYSz', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 2585696372, 'id_str': '2585696372', 'name': 'Bloomberg Canada', 'screen_name': 'BloombergCA', 'location': 'Canada', 'url': 'http://www.bloomberg.com/canada', 'description': 'The official Twitter account for Bloomberg in Canada. Follow for the latest in business, politics and news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 23704, 'friends_count': 118, 'listed_count': 428, 'favourites_count': 35, 'statuses_count': 55089, 'created_at': 'Tue Jun 24 12:35:31 +0000 2014', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991770368498024448/IrZknM8P_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991770368498024448/IrZknM8P_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2585696372/1525726415', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 1, 'reply_count': 1, 'retweet_count': 4, 'favorite_count': 22, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/G2Yx9xiYSz', 'expanded_url': 'https://trib.al/DPQSoWB', 'display_url': 'trib.al/DPQSoWB', 'indices': [85, 108]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",
65,Mon Apr 27 11:12:06 +0000 2020,1254730033974951937,1254730033974951937,A unit of South African retailer Pepkor Holdings gets sued by regulators for selling unemployment and disability in… https://t.co/TVrqDFRFQ0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,2,15,26,"{'hashtags': [], 'urls': [{'url': 'https://t.co/TVrqDFRFQ0', 'expanded_url': 'https://twitter.com/i/web/status/1254730033974951937', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'A unit of South African retailer Pepkor Holdings gets sued by regulators for selling unemployment and disability insurance to pensioners on welfare https://t.co/vSR4fZ5Dxp', 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/vSR4fZ5Dxp', 'expanded_url': 'https://trib.al/ALGXyHT', 'display_url': 'trib.al/ALGXyHT', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': []}}",,,
66,Mon Apr 27 11:00:23 +0000 2020,1254727083948982272,1254727083948982272,"RT @markets: #5things
-Reopening plans
-Big week for central banks
-Deutsche Bank surprise
-Markets rise
-Coming up...
https://t.co/qEgbRIF…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [{'text': '5things', 'indices': [13, 21]}], 'urls': [], 'user_mentions': [{'screen_name': 'markets', 'name': 'Bloomberg Markets', 'id': 69620713, 'id_str': '69620713', 'indices': [3, 11]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],,,"{'created_at': 'Mon Apr 27 10:49:02 +0000 2020', 'id': 1254724231000215554, 'id_str': '1254724231000215554', 'text': '#5things\n-Reopening plans\n-Big week for central banks\n-Deutsche Bank surprise\n-Markets rise\n-Coming up...… https://t.co/NMID3KqFHU', 'display_text_range': [0, 140], 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 69620713, 'id_str': '69620713', 'name': 'Bloomberg Markets', 'screen_name': 'markets', 'location': 'New York', 'url': 'http://www.bloombergmarkets.com', 'description': 'Breaking news and analysis on global financial markets', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 671169, 'friends_count': 281, 'listed_count': 10140, 'favourites_count': 105, 'statuses_count': 121505, 'created_at': 'Fri Aug 28 15:52:42 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991798238519971840/0dG9AoKr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991798238519971840/0dG9AoKr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/69620713/1525298093', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': '#5things\n-Reopening plans\n-Big week for central banks\n-Deutsche Bank surprise\n-Markets rise\n-Coming up...\nhttps://t.co/qEgbRIFNZx https://t.co/giDWGcann8', 'display_text_range': [0, 129], 'entities': {'hashtags': [{'text': '5things', 'indices': [0, 8]}], 'urls': [{'url': 'https://t.co/qEgbRIFNZx', 'expanded_url': 'https://bloom.bg/3eXBpra', 'display_url': 'bloom.bg/3eXBpra', 'indices': [106, 129]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1254724218639519744, 'id_str': '1254724218639519744', 'indices': [130, 153], 'media_url': 'http://pbs.twimg.com/media/EWmtB28WkAA5UeL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWmtB28WkAA5UeL.jpg', 'url': 'https://t.co/giDWGcann8', 'display_url': 'pic.twitter.com/giDWGcann8', 'expanded_url': 'https://twitter.com/markets/status/1254724231000215554/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1000, 'h': 562, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 562, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1254724218639519744, 'id_str': '1254724218639519744', 'indices': [130, 153], 'media_url': 'http://pbs.twimg.com/media/EWmtB28WkAA5UeL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWmtB28WkAA5UeL.jpg', 'url': 'https://t.co/giDWGcann8', 'display_url': 'pic.twitter.com/giDWGcann8', 'expanded_url': 'https://twitter.com/markets/status/1254724231000215554/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1000, 'h': 562, 'resize': 'fit'}, 'medium': {'w': 1000, 'h': 562, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}}}]}}, 'quote_count': 3, 'reply_count': 1, 'retweet_count': 38, 'favorite_count': 68, 'entities': {'hashtags': [{'text': '5things', 'indices': [0, 8]}], 'urls': [{'url': 'https://t.co/NMID3KqFHU', 'expanded_url': 'https://twitter.com/i/web/status/1254724231000215554', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",
67,Mon Apr 27 11:00:19 +0000 2020,1254727067847004160,1254727067847004160,"In France, the number of fully unemployed job seekers jumps 7.1% in March https://t.co/3ToBDnlW9H","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,2,2,17,45,"{'hashtags': [], 'urls': [{'url': 'https://t.co/3ToBDnlW9H', 'expanded_url': 'https://trib.al/dGyCgHF', 'display_url': 'trib.al/dGyCgHF', 'indices': [74, 97]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
68,Mon Apr 27 10:58:31 +0000 2020,1254726615529127938,1254726615529127938,"Julian Assange’s extradition trial, set to begin next month, has been delayed due to the coronavirus pandemic https://t.co/iFASOcyG1s","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,2,23,26,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iFASOcyG1s', 'expanded_url': 'https://trib.al/jK79PfG', 'display_url': 'trib.al/jK79PfG', 'indices': [110, 133]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
