,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,display_text_range,extended_tweet,possibly_sensitive
20,Sun Apr 26 16:11:06 +0000 2020,1254442890652192768,1254442890652192768,"Catching Covid-19 once may not protect you from getting it again, according to the WHO https://t.co/Bpsg44iv8H","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,7,21,46,59,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Bpsg44iv8H', 'expanded_url': 'https://trib.al/KvZUlVW', 'display_url': 'trib.al/KvZUlVW', 'indices': [87, 110]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
21,Sun Apr 26 16:09:02 +0000 2020,1254442371762266119,1254442371762266119,The future chief executive of the world’s biggest sovereign wealth fund says he wishes he’d been a bit less extrava… https://t.co/iIOuKHtTh3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,4,2,14,47,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iIOuKHtTh3', 'expanded_url': 'https://twitter.com/i/web/status/1254442371762266119', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'The future chief executive of the world’s biggest sovereign wealth fund says he wishes he’d been a bit less extravagant https://t.co/2u6KwX05Bp', 'display_text_range': [0, 143], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/2u6KwX05Bp', 'expanded_url': 'https://trib.al/9EkSkfN', 'display_url': 'trib.al/9EkSkfN', 'indices': [120, 143]}], 'user_mentions': [], 'symbols': []}}",False
22,Sun Apr 26 16:09:02 +0000 2020,1254442370923483136,1254442370923483136,"Of all the family members who could eventually take the reins from North Korean leader Kim Jong Un, his sister seem… https://t.co/FC9YzZZftT","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,36,36,114,228,"{'hashtags': [], 'urls': [{'url': 'https://t.co/FC9YzZZftT', 'expanded_url': 'https://twitter.com/i/web/status/1254442370923483136', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'Of all the family members who could eventually take the reins from North Korean leader Kim Jong Un, his sister seems like the obvious choice https://t.co/KX80WdM7K8', 'display_text_range': [0, 164], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/KX80WdM7K8', 'expanded_url': 'https://trib.al/z3gd0TI', 'display_url': 'trib.al/z3gd0TI', 'indices': [141, 164]}], 'user_mentions': [], 'symbols': []}}",False
23,Sun Apr 26 16:08:07 +0000 2020,1254442140068962304,1254442140068962304,"Billionaire Bill Gates’s foundation will focus all of its resources on fighting the coronavirus, according to the F… https://t.co/Ta1u6NmDuJ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,25,64,166,506,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Ta1u6NmDuJ', 'expanded_url': 'https://twitter.com/i/web/status/1254442140068962304', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'Billionaire Bill Gates’s foundation will focus all of its resources on fighting the coronavirus, according to the Financial Times https://t.co/mLp2pLbrZE', 'display_text_range': [0, 153], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/mLp2pLbrZE', 'expanded_url': 'https://trib.al/JxgwBIc', 'display_url': 'trib.al/JxgwBIc', 'indices': [130, 153]}], 'user_mentions': [], 'symbols': []}}",False
24,Sun Apr 26 16:06:34 +0000 2020,1254441749772189704,1254441749772189704,"China’s lawmakers have discussed when to commence the country’s highest-profile annual political meeting, after it… https://t.co/CNnWZpsDb4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,1,11,24,39,"{'hashtags': [], 'urls': [{'url': 'https://t.co/CNnWZpsDb4', 'expanded_url': 'https://twitter.com/i/web/status/1254441749772189704', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'China’s lawmakers have discussed when to commence the country’s highest-profile annual political meeting, after it was postponed for the first time in decades https://t.co/g1dhh0wwTu', 'display_text_range': [0, 182], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/g1dhh0wwTu', 'expanded_url': 'https://trib.al/wjFk208', 'display_url': 'trib.al/wjFk208', 'indices': [159, 182]}], 'user_mentions': [], 'symbols': []}}",False
25,Sun Apr 26 16:03:06 +0000 2020,1254440878514544640,1254440878514544640,Here’s why the world’s highest coronavirus death rate is in Europe’s capital https://t.co/an6ntQXvnr,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,4,9,25,33,"{'hashtags': [], 'urls': [{'url': 'https://t.co/an6ntQXvnr', 'expanded_url': 'https://trib.al/h5gpVLg', 'display_url': 'trib.al/h5gpVLg', 'indices': [77, 100]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
26,Sun Apr 26 16:02:06 +0000 2020,1254440627405754376,1254440627405754376,"Yeezy’s success is driven by its sneaker business, but Kanye West is looking to expand the name into other realms https://t.co/2HO8UkF2G5","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,0,15,18,52,"{'hashtags': [], 'urls': [{'url': 'https://t.co/2HO8UkF2G5', 'expanded_url': 'https://trib.al/Src6LfF', 'display_url': 'trib.al/Src6LfF', 'indices': [114, 137]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
27,Sun Apr 26 15:59:04 +0000 2020,1254439861966106632,1254439861966106632,"People are overworked, stressed, and eager to get back to the office https://t.co/AEQHEuNHLz","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,18,15,61,131,"{'hashtags': [], 'urls': [{'url': 'https://t.co/AEQHEuNHLz', 'expanded_url': 'https://trib.al/0BV0YIz', 'display_url': 'trib.al/0BV0YIz', 'indices': [69, 92]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
28,Sun Apr 26 15:57:07 +0000 2020,1254439372386115585,1254439372386115585,"Cannabis companies would get access to aid under new legislation, but whether the pandemic helps or hurts broader l… https://t.co/rOfqDB3Hdv","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,3,1,21,58,"{'hashtags': [], 'urls': [{'url': 'https://t.co/rOfqDB3Hdv', 'expanded_url': 'https://twitter.com/i/web/status/1254439372386115585', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'Cannabis companies would get access to aid under new legislation, but whether the pandemic helps or hurts broader legalization efforts is an open question https://t.co/euVmMmWOjg', 'display_text_range': [0, 178], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/euVmMmWOjg', 'expanded_url': 'https://trib.al/5w6mrc4', 'display_url': 'trib.al/5w6mrc4', 'indices': [155, 178]}], 'user_mentions': [], 'symbols': []}}",False
29,Sun Apr 26 15:54:04 +0000 2020,1254438603280834560,1254438603280834560,"Carl Icahn isn’t buying stocks right now. He’s hoarding cash, shorting commercial real estate and preparing for mor… https://t.co/ukfrz4gjA1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,10,17,90,206,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ukfrz4gjA1', 'expanded_url': 'https://twitter.com/i/web/status/1254438603280834560', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,"{'full_text': 'Carl Icahn isn’t buying stocks right now. He’s hoarding cash, shorting commercial real estate and preparing for more virus havoc https://t.co/xg2HKDTpxZ', 'display_text_range': [0, 152], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/xg2HKDTpxZ', 'expanded_url': 'https://trib.al/4R5lfeD', 'display_url': 'trib.al/4R5lfeD', 'indices': [129, 152]}], 'user_mentions': [], 'symbols': []}}",False
30,Sun Apr 26 15:53:03 +0000 2020,1254438347415715843,1254438347415715843,"Air fares, destinations and cabin layouts: Here’s how coronavirus will change the way we fly https://t.co/wPXbXIRBha","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,4,3,36,65,"{'hashtags': [], 'urls': [{'url': 'https://t.co/wPXbXIRBha', 'expanded_url': 'https://trib.al/UMNR7H1', 'display_url': 'trib.al/UMNR7H1', 'indices': [93, 116]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
31,Sun Apr 26 15:46:04 +0000 2020,1254436593773031424,1254436593773031424,In Africa there are ominous signs that a meltdown of small businesses has begun https://t.co/wFqUQnYfmN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,10,14,68,120,"{'hashtags': [], 'urls': [{'url': 'https://t.co/wFqUQnYfmN', 'expanded_url': 'https://trib.al/PYQyEPe', 'display_url': 'trib.al/PYQyEPe', 'indices': [80, 103]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
32,Sun Apr 26 15:39:32 +0000 2020,1254434947177340928,1254434947177340928,"JUST IN: The U.K. reports 413 coronavirus deaths in hospitals, the lowest since March 31 https://t.co/ivxEci9rBb","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381601, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,,False,8,6,49,118,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ivxEci9rBb', 'expanded_url': 'https://trib.al/W251Ti8', 'display_url': 'trib.al/W251Ti8', 'indices': [89, 112]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],,,False
