,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,display_text_range,extended_tweet,extended_entities
0,Mon Apr 20 15:24:09 +0000 2020,1252256749077356544,1252256749077356544,Kudlow says tariff deferral aims to help the retail industry https://t.co/LwEsoCNPCp,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,34,75,32,76,"{'hashtags': [], 'urls': [{'url': 'https://t.co/LwEsoCNPCp', 'expanded_url': 'https://trib.al/ymlArtl', 'display_url': 'trib.al/ymlArtl', 'indices': [61, 84]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
1,Mon Apr 20 15:07:38 +0000 2020,1252252594640171010,1252252594640171010,Master these eight terms to become an armchair economist https://t.co/DLexQaBVNK via @BW,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,4,25,59,"{'hashtags': [], 'urls': [{'url': 'https://t.co/DLexQaBVNK', 'expanded_url': 'https://trib.al/OPJorMA', 'display_url': 'trib.al/OPJorMA', 'indices': [57, 80]}], 'user_mentions': [{'screen_name': 'BW', 'name': 'Businessweek', 'id': 67358777, 'id_str': '67358777', 'indices': [85, 88]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
2,Mon Apr 20 14:44:06 +0000 2020,1252246671033020416,1252246671033020416,Musicians are turning to online streaming as the coronavirus pandemic eats up ticket sales https://t.co/7LvT3a2xPO via @BW,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,2,11,39,"{'hashtags': [], 'urls': [{'url': 'https://t.co/7LvT3a2xPO', 'expanded_url': 'https://trib.al/uwXiawT', 'display_url': 'trib.al/uwXiawT', 'indices': [91, 114]}], 'user_mentions': [{'screen_name': 'BW', 'name': 'Businessweek', 'id': 67358777, 'id_str': '67358777', 'indices': [119, 122]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
3,Mon Apr 20 14:43:05 +0000 2020,1252246414354264064,1252246414354264064,Shelter in place has become the ultimate tech accelerant https://t.co/5DCKBiCVW5,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,3,1,12,46,"{'hashtags': [], 'urls': [{'url': 'https://t.co/5DCKBiCVW5', 'expanded_url': 'https://trib.al/qZ9zZdx', 'display_url': 'trib.al/qZ9zZdx', 'indices': [57, 80]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
4,Mon Apr 20 14:33:13 +0000 2020,1252243931292631040,1252243931292631040,New York City Mayor Bill de Blasio said that a growing problem in hospitals is a shortage of surgical gowns https://t.co/hzI4wXInu2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,2,23,34,"{'hashtags': [], 'urls': [{'url': 'https://t.co/hzI4wXInu2', 'expanded_url': 'https://trib.al/ePbpsyf', 'display_url': 'trib.al/ePbpsyf', 'indices': [108, 131]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
5,Mon Apr 20 14:31:36 +0000 2020,1252243525770579969,1252243525770579969,"RT @bpolitics: A top Wuhan lab official denies any link to spreading the coronavirus, in the highest-level response from the facility under…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'bpolitics', 'name': 'Bloomberg Politics', 'id': 564111558, 'id_str': '564111558', 'indices': [3, 13]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Mon Apr 20 14:06:04 +0000 2020', 'id': 1252237097467097088, 'id_str': '1252237097467097088', 'text': 'A top Wuhan lab official denies any link to spreading the coronavirus, in the highest-level response from the facil… https://t.co/NeuFLukGbf', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 564111558, 'id_str': '564111558', 'name': 'Bloomberg Politics', 'screen_name': 'bpolitics', 'location': None, 'url': 'http://www.bloombergpolitics.com', 'description': 'Bloomberg Politics is the spot for smart, non-partisan political coverage from around the world. Sign up for our daily newsletter: http://bit.ly/2pALW6G', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 316353, 'friends_count': 910, 'listed_count': 4611, 'favourites_count': 136, 'statuses_count': 166913, 'created_at': 'Thu Apr 26 20:50:01 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991793484125343745/BaaVPdal_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991793484125343745/BaaVPdal_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/564111558/1574936707', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'A top Wuhan lab official denies any link to spreading the coronavirus, in the highest-level response from the facility under global scrutiny https://t.co/y6UDdrycEb', 'display_text_range': [0, 164], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/y6UDdrycEb', 'expanded_url': 'https://trib.al/ovXdntd', 'display_url': 'trib.al/ovXdntd', 'indices': [141, 164]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 13, 'reply_count': 25, 'retweet_count': 43, 'favorite_count': 54, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/NeuFLukGbf', 'expanded_url': 'https://twitter.com/i/web/status/1252237097467097088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,
6,Mon Apr 20 14:31:23 +0000 2020,1252243471705964550,1252243471705964550,"RT @Lucas_Shaw: New for @BW: Unable to play live shows, thousands of musicians have started live streaming on the internet. But can anyone…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Lucas_Shaw', 'name': 'Lucas Shaw', 'id': 318218261, 'id_str': '318218261', 'indices': [3, 14]}, {'screen_name': 'BW', 'name': 'Businessweek', 'id': 67358777, 'id_str': '67358777', 'indices': [24, 27]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Mon Apr 20 13:54:09 +0000 2020', 'id': 1252234098594070530, 'id_str': '1252234098594070530', 'text': 'New for @BW: Unable to play live shows, thousands of musicians have started live streaming on the internet. But can… https://t.co/eNmZz7yNnI', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 318218261, 'id_str': '318218261', 'name': 'Lucas Shaw', 'screen_name': 'Lucas_Shaw', 'location': None, 'url': None, 'description': 'Reporter @Business. Write a newsletter about Hollywood (https://bit.ly/2Z9F9Rr). Views are my own. Go Dodgers', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 10942, 'friends_count': 1646, 'listed_count': 398, 'favourites_count': 9840, 'statuses_count': 28419, 'created_at': 'Thu Jun 16 04:17:49 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/532326145304166400/TI4h7Ear_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/532326145304166400/TI4h7Ear_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/318218261/1583344124', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'New for @BW: Unable to play live shows, thousands of musicians have started live streaming on the internet. But can anyone make any money doing it? https://t.co/tb37pDv2LC', 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/tb37pDv2LC', 'expanded_url': 'https://www.bloomberg.com/news/features/2020-04-20/musicians-turn-to-streaming-concerts-amid-coronavirus', 'display_url': 'bloomberg.com/news/features/…', 'indices': [148, 171]}], 'user_mentions': [{'screen_name': 'BW', 'name': 'Businessweek', 'id': 67358777, 'id_str': '67358777', 'indices': [8, 11]}], 'symbols': []}}, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 12, 'favorite_count': 17, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/eNmZz7yNnI', 'expanded_url': 'https://twitter.com/i/web/status/1252234098594070530', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'BW', 'name': 'Businessweek', 'id': 67358777, 'id_str': '67358777', 'indices': [8, 11]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,
7,Mon Apr 20 14:31:11 +0000 2020,1252243421558906881,1252243421558906881,"Halliburton is cutting spending, salaries and jobs as it tries to navigate what could be the worst oil bust ever https://t.co/t7YhLxcTiI","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,6,14,31,49,"{'hashtags': [], 'urls': [{'url': 'https://t.co/t7YhLxcTiI', 'expanded_url': 'https://trib.al/iOnARa6', 'display_url': 'trib.al/iOnARa6', 'indices': [113, 136]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
8,Mon Apr 20 14:31:10 +0000 2020,1252243416412553216,1252243416412553216,"Trump raises the right issue — but in the wrong way, for the wrong reasons and at the wrong time. He’s also advocat… https://t.co/Weu1DAwZ1y","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,10,37,103,181,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Weu1DAwZ1y', 'expanded_url': 'https://twitter.com/i/web/status/1252243416412553216', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,"[0, 140]","{'full_text': 'Trump raises the right issue — but in the wrong way, for the wrong reasons and\xa0at the wrong time. He’s also advocating the wrong response https://t.co/zfwKNzGOqa via @bopinion (Video via @QuickTake) https://t.co/r7AcaRFWAW', 'display_text_range': [0, 198], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/zfwKNzGOqa', 'expanded_url': 'https://trib.al/UMjQuih', 'display_url': 'trib.al/UMjQuih', 'indices': [138, 161]}], 'user_mentions': [{'screen_name': 'bopinion', 'name': 'Bloomberg Opinion', 'id': 227682918, 'id_str': '227682918', 'indices': [166, 175]}, {'screen_name': 'QuickTake', 'name': 'Bloomberg QuickTake', 'id': 252751061, 'id_str': '252751061', 'indices': [187, 197]}], 'symbols': [], 'media': [{'id': 1252168184997785601, 'id_str': '1252168184997785601', 'indices': [199, 222], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1252168184997785601/img/U778FAuA7jmD6HB-.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1252168184997785601/img/U778FAuA7jmD6HB-.jpg', 'url': 'https://t.co/r7AcaRFWAW', 'display_url': 'pic.twitter.com/r7AcaRFWAW', 'expanded_url': 'https://twitter.com/business/status/1252243416412553216/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 175208, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/480x480/HH6CEJSWh6u_Exa4.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/320x320/PGZrMiZZxC3i7P03.mp4?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/720x720/LBGMfJeE1MCzgtg9.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/pl/wguSZJI7v8lq8qJx.m3u8?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1252168184997785601, 'id_str': '1252168184997785601', 'indices': [199, 222], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1252168184997785601/img/U778FAuA7jmD6HB-.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1252168184997785601/img/U778FAuA7jmD6HB-.jpg', 'url': 'https://t.co/r7AcaRFWAW', 'display_url': 'pic.twitter.com/r7AcaRFWAW', 'expanded_url': 'https://twitter.com/business/status/1252243416412553216/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 175208, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/480x480/HH6CEJSWh6u_Exa4.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/320x320/PGZrMiZZxC3i7P03.mp4?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/vid/720x720/LBGMfJeE1MCzgtg9.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1252168184997785601/pl/wguSZJI7v8lq8qJx.m3u8?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}}",
