,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink,extended_tweet,display_text_range,extended_entities,scopes
0,Wed Apr 29 16:38:02 +0000 2020,1255536834995793920,1255536834995793920,Surging U.S. meat prices are underscoring the pressure packers are under to keep slaughtering plants open https://t.co/fz0bFctmvP,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,7,5,20,29,"{'hashtags': [], 'urls': [{'url': 'https://t.co/fz0bFctmvP', 'expanded_url': 'https://trib.al/cloV7EK', 'display_url': 'trib.al/cloV7EK', 'indices': [106, 129]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,,
1,Wed Apr 29 16:33:05 +0000 2020,1255535587844657159,1255535587844657159,Contactless payments become more popular in the age of social distancing https://t.co/JqAuSZMLNe,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,12,9,52,156,"{'hashtags': [], 'urls': [{'url': 'https://t.co/JqAuSZMLNe', 'expanded_url': 'https://trib.al/BSBrGjv', 'display_url': 'trib.al/BSBrGjv', 'indices': [73, 96]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,,
2,Wed Apr 29 16:25:06 +0000 2020,1255533580387856386,1255533580387856386,U.S. traffic for personal use is down 46% since early March https://t.co/XWMGy0TBe4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,3,18,57,"{'hashtags': [], 'urls': [{'url': 'https://t.co/XWMGy0TBe4', 'expanded_url': 'https://trib.al/lOKRrv8', 'display_url': 'trib.al/lOKRrv8', 'indices': [60, 83]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,,
3,Wed Apr 29 16:19:05 +0000 2020,1255532063157096454,1255532063157096454,Contracts to buy existing homes plunged by the most since 2010 last month https://t.co/3jCmO6lLhG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,2,27,41,"{'hashtags': [], 'urls': [{'url': 'https://t.co/3jCmO6lLhG', 'expanded_url': 'https://trib.al/R1hpxV0', 'display_url': 'trib.al/R1hpxV0', 'indices': [74, 97]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,,
4,Wed Apr 29 16:18:40 +0000 2020,1255531960656683015,1255531960656683015,"RT @bopinion: Italy and Spain's curves weren't symmetrical. Now the same thing is happening in New York.

We should expect a slow, steady f…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381600, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,True,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'bopinion', 'name': 'Bloomberg Opinion', 'id': 227682918, 'id_str': '227682918', 'indices': [3, 12]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Wed Apr 29 16:01:09 +0000 2020', 'id': 1255527550769659904, 'id_str': '1255527550769659904', 'text': ""Italy and Spain's curves weren't symmetrical. Now the same thing is happening in New York.\n\nWe should expect a slow… https://t.co/XDUfOdlMSP"", 'display_text_range': [0, 140], 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 227682918, 'id_str': '227682918', 'name': 'Bloomberg Opinion', 'screen_name': 'bopinion', 'location': 'Worldwide', 'url': 'http://bloomberg.com/opinion', 'description': 'Opinions on business, economics and much more from the editors and columnists at Bloomberg Opinion.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 264080, 'friends_count': 464, 'listed_count': 4480, 'favourites_count': 8070, 'statuses_count': 166246, 'created_at': 'Fri Dec 17 14:20:58 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0072FF', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991778099397320705/6LWXR6MS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991778099397320705/6LWXR6MS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/227682918/1525292911', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'quoted_status_id': 1255523794913017861, 'quoted_status_id_str': '1255523794913017861', 'quoted_status': {'created_at': 'Wed Apr 29 15:46:13 +0000 2020', 'id': 1255523794913017861, 'id_str': '1255523794913017861', 'text': 'JUST IN: @NYGovCuomo announced 330 deaths on Tuesday from #Covid19, calling the death toll ""disgustingly high.""\n\nHe… https://t.co/Cl55B0tIND', 'display_text_range': [0, 140], 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 252751061, 'id_str': '252751061', 'name': 'Bloomberg QuickTake', 'screen_name': 'QuickTake', 'location': None, 'url': 'https://bloom.bg/31N0XzX', 'description': 'Global news the world needs today. Subscribe to our daily newsletter 👉http://bloom.bg/31N0XzX', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 1088178, 'friends_count': 1353, 'listed_count': 7120, 'favourites_count': 1040, 'statuses_count': 182884, 'created_at': 'Tue Feb 15 20:50:58 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1201727640828289024/5qNzuVlU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1201727640828289024/5qNzuVlU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/252751061/1575349172', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'JUST IN: @NYGovCuomo announced 330 deaths on Tuesday from #Covid19, calling the death toll ""disgustingly high.""\n\nHe also confirmed #coronavirus hospitalizations and intubations were down ""a tick,"" which he said ""is not good news"" https://t.co/dEdw0VToBC', 'display_text_range': [0, 229], 'entities': {'hashtags': [{'text': 'Covid19', 'indices': [58, 66]}, {'text': 'coronavirus', 'indices': [131, 143]}], 'urls': [], 'user_mentions': [{'screen_name': 'NYGovCuomo', 'name': 'Andrew Cuomo', 'id': 232268199, 'id_str': '232268199', 'indices': [9, 20]}], 'symbols': [], 'media': [{'id': 1255523710209069056, 'id_str': '1255523710209069056', 'indices': [230, 253], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'url': 'https://t.co/dEdw0VToBC', 'display_url': 'pic.twitter.com/dEdw0VToBC', 'expanded_url': 'https://twitter.com/QuickTake/status/1255523794913017861/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 70504, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/640x360/JkLZECaFba4nUOP-.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/480x270/Ff4Jpx4ULa_-DSHf.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/1280x720/y7FfSDTTnVjjRl_v.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/pl/Nn49oNNW6qE_fqFr.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1255523710209069056, 'id_str': '1255523710209069056', 'indices': [230, 253], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'url': 'https://t.co/dEdw0VToBC', 'display_url': 'pic.twitter.com/dEdw0VToBC', 'expanded_url': 'https://twitter.com/QuickTake/status/1255523794913017861/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 70504, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/640x360/JkLZECaFba4nUOP-.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/480x270/Ff4Jpx4ULa_-DSHf.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/1280x720/y7FfSDTTnVjjRl_v.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/pl/Nn49oNNW6qE_fqFr.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 2, 'reply_count': 1, 'retweet_count': 18, 'favorite_count': 39, 'entities': {'hashtags': [{'text': 'Covid19', 'indices': [58, 66]}], 'urls': [{'url': 'https://t.co/Cl55B0tIND', 'expanded_url': 'https://twitter.com/i/web/status/1255523794913017861', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'NYGovCuomo', 'name': 'Andrew Cuomo', 'id': 232268199, 'id_str': '232268199', 'indices': [9, 20]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}, 'quoted_status_permalink': {'url': 'https://t.co/8YtPOvWwln', 'expanded': 'https://twitter.com/QuickTake/status/1255523794913017861', 'display': 'twitter.com/QuickTake/stat…'}, 'is_quote_status': True, 'extended_tweet': {'full_text': ""Italy and Spain's curves weren't symmetrical. Now the same thing is happening in New York.\n\nWe should expect a slow, steady flow of bad news for many months https://t.co/oKIZF71l6G https://t.co/8YtPOvWwln"", 'display_text_range': [0, 180], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/oKIZF71l6G', 'expanded_url': 'https://trib.al/1Akjlbc', 'display_url': 'trib.al/1Akjlbc', 'indices': [157, 180]}, {'url': 'https://t.co/8YtPOvWwln', 'expanded_url': 'https://twitter.com/QuickTake/status/1255523794913017861', 'display_url': 'twitter.com/QuickTake/stat…', 'indices': [181, 204]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 1, 'reply_count': 3, 'retweet_count': 12, 'favorite_count': 31, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/XDUfOdlMSP', 'expanded_url': 'https://twitter.com/i/web/status/1255527550769659904', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",1.2555237949130179e+18,1255523794913017861,"{'created_at': 'Wed Apr 29 15:46:13 +0000 2020', 'id': 1255523794913017861, 'id_str': '1255523794913017861', 'text': 'JUST IN: @NYGovCuomo announced 330 deaths on Tuesday from #Covid19, calling the death toll ""disgustingly high.""\n\nHe… https://t.co/Cl55B0tIND', 'display_text_range': [0, 140], 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 252751061, 'id_str': '252751061', 'name': 'Bloomberg QuickTake', 'screen_name': 'QuickTake', 'location': None, 'url': 'https://bloom.bg/31N0XzX', 'description': 'Global news the world needs today. Subscribe to our daily newsletter 👉http://bloom.bg/31N0XzX', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 1088178, 'friends_count': 1353, 'listed_count': 7120, 'favourites_count': 1040, 'statuses_count': 182884, 'created_at': 'Tue Feb 15 20:50:58 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1201727640828289024/5qNzuVlU_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1201727640828289024/5qNzuVlU_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/252751061/1575349172', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'JUST IN: @NYGovCuomo announced 330 deaths on Tuesday from #Covid19, calling the death toll ""disgustingly high.""\n\nHe also confirmed #coronavirus hospitalizations and intubations were down ""a tick,"" which he said ""is not good news"" https://t.co/dEdw0VToBC', 'display_text_range': [0, 229], 'entities': {'hashtags': [{'text': 'Covid19', 'indices': [58, 66]}, {'text': 'coronavirus', 'indices': [131, 143]}], 'urls': [], 'user_mentions': [{'screen_name': 'NYGovCuomo', 'name': 'Andrew Cuomo', 'id': 232268199, 'id_str': '232268199', 'indices': [9, 20]}], 'symbols': [], 'media': [{'id': 1255523710209069056, 'id_str': '1255523710209069056', 'indices': [230, 253], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'url': 'https://t.co/dEdw0VToBC', 'display_url': 'pic.twitter.com/dEdw0VToBC', 'expanded_url': 'https://twitter.com/QuickTake/status/1255523794913017861/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 70504, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/640x360/JkLZECaFba4nUOP-.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/480x270/Ff4Jpx4ULa_-DSHf.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/1280x720/y7FfSDTTnVjjRl_v.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/pl/Nn49oNNW6qE_fqFr.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1255523710209069056, 'id_str': '1255523710209069056', 'indices': [230, 253], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1255523710209069056/pu/img/u2RAIkPSFnVEBTUn.jpg', 'url': 'https://t.co/dEdw0VToBC', 'display_url': 'pic.twitter.com/dEdw0VToBC', 'expanded_url': 'https://twitter.com/QuickTake/status/1255523794913017861/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 70504, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/640x360/JkLZECaFba4nUOP-.mp4?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/480x270/Ff4Jpx4ULa_-DSHf.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/vid/1280x720/y7FfSDTTnVjjRl_v.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1255523710209069056/pu/pl/Nn49oNNW6qE_fqFr.m3u8?tag=10'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 2, 'reply_count': 1, 'retweet_count': 18, 'favorite_count': 39, 'entities': {'hashtags': [{'text': 'Covid19', 'indices': [58, 66]}], 'urls': [{'url': 'https://t.co/Cl55B0tIND', 'expanded_url': 'https://twitter.com/i/web/status/1255523794913017861', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'NYGovCuomo', 'name': 'Andrew Cuomo', 'id': 232268199, 'id_str': '232268199', 'indices': [9, 20]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}","{'url': 'https://t.co/8YtPOvWwln', 'expanded': 'https://twitter.com/QuickTake/status/1255523794913017861', 'display': 'twitter.com/QuickTake/stat…'}",,,,
