,created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,extended_entities
0,Fri May 08 13:18:27 +0000 2020,1258748096042938369,1258748096042938369,Most of the people who reported they were unemployed in April said they were only on temporary layoff. Making sure… https://t.co/lVajTzbTPW,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,1.2587476274511462e+18,1258747627451146241,34713362.0,34713362,business,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': ""Most of the people who reported they were unemployed in April said they were only on temporary layoff. Making sure temporary doesn't become permanent is going to be job number one for policy makers going forward. -MB https://t.co/RgtF1mRZOI"", 'display_text_range': [0, 216], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1258748053881851904, 'id_str': '1258748053881851904', 'indices': [217, 240], 'media_url': 'http://pbs.twimg.com/media/EXf4r5VXkAA7ck9.png', 'media_url_https': 'https://pbs.twimg.com/media/EXf4r5VXkAA7ck9.png', 'url': 'https://t.co/RgtF1mRZOI', 'display_url': 'pic.twitter.com/RgtF1mRZOI', 'expanded_url': 'https://twitter.com/business/status/1258748096042938369/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 843, 'h': 591, 'resize': 'fit'}, 'small': {'w': 680, 'h': 477, 'resize': 'fit'}, 'large': {'w': 843, 'h': 591, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}, 'extended_entities': {'media': [{'id': 1258748053881851904, 'id_str': '1258748053881851904', 'indices': [217, 240], 'media_url': 'http://pbs.twimg.com/media/EXf4r5VXkAA7ck9.png', 'media_url_https': 'https://pbs.twimg.com/media/EXf4r5VXkAA7ck9.png', 'url': 'https://t.co/RgtF1mRZOI', 'display_url': 'pic.twitter.com/RgtF1mRZOI', 'expanded_url': 'https://twitter.com/business/status/1258748096042938369/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 843, 'h': 591, 'resize': 'fit'}, 'small': {'w': 680, 'h': 477, 'resize': 'fit'}, 'large': {'w': 843, 'h': 591, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}}",4,12,40,81,"{'hashtags': [], 'urls': [{'url': 'https://t.co/lVajTzbTPW', 'expanded_url': 'https://twitter.com/i/web/status/1258748096042938369', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
1,Fri May 08 13:16:35 +0000 2020,1258747627451146241,1258747627451146241,@boes_ @LJKawa This is not just an exercise in arithmetic. This is equivalent to the state of New York – and then s… https://t.co/gEz5lTd5oJ,"[15, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,1.2587464573535846e+18,1258746457353584641,34713362.0,34713362,business,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': '@boes_ @LJKawa This is not just an exercise in arithmetic. This is equivalent to the state of New York – and then some – losing their livelihoods and not knowing when or if that’ll come back. At best, they’re receiving income supplements from the government  that may or may not be renewed. -LK', 'display_text_range': [15, 294], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'boes_', 'name': 'Matthew B', 'id': 42570063, 'id_str': '42570063', 'indices': [0, 6]}, {'screen_name': 'LJKawa', 'name': 'Luke Kawa', 'id': 601154827, 'id_str': '601154827', 'indices': [7, 14]}], 'symbols': []}}",3,6,22,52,"{'hashtags': [], 'urls': [{'url': 'https://t.co/gEz5lTd5oJ', 'expanded_url': 'https://twitter.com/i/web/status/1258747627451146241', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'boes_', 'name': 'Matthew B', 'id': 42570063, 'id_str': '42570063', 'indices': [0, 6]}, {'screen_name': 'LJKawa', 'name': 'Luke Kawa', 'id': 601154827, 'id_str': '601154827', 'indices': [7, 14]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],,
2,Fri May 08 13:11:56 +0000 2020,1258746457353584641,1258746457353584641,"LIVE: The U.S. lost 20.5 million jobs in April and the unemployment rate reached 14.7%.

@boes_ and @LJKawa are her… https://t.co/gKnMmQREAx","[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'LIVE: The U.S. lost 20.5 million jobs in April and the unemployment rate reached 14.7%.\n\n@boes_ and @LJKawa are here to analyze the historic losses and answer your questions ➡️ https://t.co/D6CW4Imy5q https://t.co/fwbeYtThxz', 'display_text_range': [0, 200], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/D6CW4Imy5q', 'expanded_url': 'https://bloom.bg/3bgSmtR', 'display_url': 'bloom.bg/3bgSmtR', 'indices': [177, 200]}], 'user_mentions': [{'screen_name': 'boes_', 'name': 'Matthew B', 'id': 42570063, 'id_str': '42570063', 'indices': [89, 95]}, {'screen_name': 'LJKawa', 'name': 'Luke Kawa', 'id': 601154827, 'id_str': '601154827', 'indices': [100, 107]}], 'symbols': [], 'media': [{'id': 1258745599911956486, 'id_str': '1258745599911956486', 'indices': [201, 224], 'media_url': 'http://pbs.twimg.com/media/EXf2dDlWkAYoOi4.png', 'media_url_https': 'https://pbs.twimg.com/media/EXf2dDlWkAYoOi4.png', 'url': 'https://t.co/fwbeYtThxz', 'display_url': 'pic.twitter.com/fwbeYtThxz', 'expanded_url': 'https://twitter.com/business/status/1258746457353584641/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 800, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 800, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1258745599911956486, 'id_str': '1258745599911956486', 'indices': [201, 224], 'media_url': 'http://pbs.twimg.com/media/EXf2dDlWkAYoOi4.png', 'media_url_https': 'https://pbs.twimg.com/media/EXf2dDlWkAYoOi4.png', 'url': 'https://t.co/fwbeYtThxz', 'display_url': 'pic.twitter.com/fwbeYtThxz', 'expanded_url': 'https://twitter.com/business/status/1258746457353584641/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 800, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 800, 'resize': 'fit'}}}]}}",23,29,138,199,"{'hashtags': [], 'urls': [{'url': 'https://t.co/gKnMmQREAx', 'expanded_url': 'https://twitter.com/i/web/status/1258746457353584641', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'boes_', 'name': 'Matthew B', 'id': 42570063, 'id_str': '42570063', 'indices': [89, 95]}, {'screen_name': 'LJKawa', 'name': 'Luke Kawa', 'id': 601154827, 'id_str': '601154827', 'indices': [100, 107]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
3,Fri May 08 13:08:54 +0000 2020,1258745695999328258,1258745695999328258,RT @ArmstrongDrew: The coronavirus is mutating (because that's what viruses do). Do those mutations *do* anything we worry about? Well....…,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ArmstrongDrew', 'name': 'Drew Armstrong', 'id': 84684955, 'id_str': '84684955', 'indices': [3, 17]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Fri May 08 13:06:54 +0000 2020', 'id': 1258745192867381249, 'id_str': '1258745192867381249', 'text': ""The coronavirus is mutating (because that's what viruses do). Do those mutations *do* anything we worry about? Well… https://t.co/P4zw6f9qBA"", 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 84684955, 'id_str': '84684955', 'name': 'Drew Armstrong', 'screen_name': 'ArmstrongDrew', 'location': 'Brooklyn, NY', 'url': None, 'description': 'U.S. Health Team Leader for Bloomberg News in NYC. Opinions are my own. DMs open.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 14150, 'friends_count': 2129, 'listed_count': 585, 'favourites_count': 7752, 'statuses_count': 2664, 'created_at': 'Fri Oct 23 20:47:08 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme8/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme8/bg.gif', 'profile_background_tile': False, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EADEAA', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/423569959529107456/Zxhs4wMC_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/423569959529107456/Zxhs4wMC_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/84684955/1402080362', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': ""The coronavirus is mutating (because that's what viruses do). Do those mutations *do* anything we worry about? Well.... https://t.co/SDB4e4Ns4i"", 'display_text_range': [0, 143], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/SDB4e4Ns4i', 'expanded_url': 'https://www.bloomberg.com/news/articles/2020-05-08/is-the-coronavirus-mutating-yes-and-here-s-what-it-means?sref=T96IplOq', 'display_url': 'bloomberg.com/news/articles/…', 'indices': [120, 143]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 23, 'reply_count': 39, 'retweet_count': 185, 'favorite_count': 316, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/P4zw6f9qBA', 'expanded_url': 'https://twitter.com/i/web/status/1258745192867381249', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",
4,Fri May 08 13:05:05 +0000 2020,1258744732961906688,1258744732961906688,"Qualcomm CEO Steve Mollenkopf on the company’s evolving relationship with Apple: ""The discussion is really about pr… https://t.co/lneVYefBDi","[0, 140]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'Qualcomm CEO Steve Mollenkopf on the company’s evolving relationship with Apple: ""The discussion is really about products and how do we launch products as fast as possible. It’s much more natural."" https://t.co/GKpqio5dBJ https://t.co/ikxB9gc7in', 'display_text_range': [0, 221], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/GKpqio5dBJ', 'expanded_url': 'https://trib.al/R8McLOo', 'display_url': 'trib.al/R8McLOo', 'indices': [198, 221]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1258714676092944384, 'id_str': '1258714676092944384', 'indices': [222, 245], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1258714676092944384/img/kylWkqkAeTxpaJAK.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1258714676092944384/img/kylWkqkAeTxpaJAK.jpg', 'url': 'https://t.co/ikxB9gc7in', 'display_url': 'pic.twitter.com/ikxB9gc7in', 'expanded_url': 'https://twitter.com/business/status/1258744732961906688/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 150550, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/640x360/_q8nkTmIwgsWiKL8.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/480x270/JpTUFpQHDhcw4qSQ.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/1280x720/pnzSjTheeVZYZ3PR.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/pl/Hxzk0yaoe6-90I9B.m3u8?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1258714676092944384, 'id_str': '1258714676092944384', 'indices': [222, 245], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1258714676092944384/img/kylWkqkAeTxpaJAK.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1258714676092944384/img/kylWkqkAeTxpaJAK.jpg', 'url': 'https://t.co/ikxB9gc7in', 'display_url': 'pic.twitter.com/ikxB9gc7in', 'expanded_url': 'https://twitter.com/business/status/1258744732961906688/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 150550, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/640x360/_q8nkTmIwgsWiKL8.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/480x270/JpTUFpQHDhcw4qSQ.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/vid/1280x720/pnzSjTheeVZYZ3PR.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1258714676092944384/pl/Hxzk0yaoe6-90I9B.m3u8?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}",0,2,9,18,"{'hashtags': [], 'urls': [{'url': 'https://t.co/lneVYefBDi', 'expanded_url': 'https://twitter.com/i/web/status/1258744732961906688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
5,Fri May 08 13:04:18 +0000 2020,1258744535984885760,1258744535984885760,NEW: Donald Trump says massive U.S. job losses stemming from the coronavirus outbreak isn’t a surprise and that he… https://t.co/ezRtbVFFGe,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381595, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573453, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'NEW: Donald Trump says massive U.S. job losses stemming from the coronavirus outbreak isn’t a surprise and that he shouldn’t be blamed for it https://t.co/LKOSV6EtJg', 'display_text_range': [0, 165], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/LKOSV6EtJg', 'expanded_url': 'https://trib.al/SEhoRjZ', 'display_url': 'trib.al/SEhoRjZ', 'indices': [142, 165]}], 'user_mentions': [], 'symbols': []}}",28,114,60,218,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ezRtbVFFGe', 'expanded_url': 'https://twitter.com/i/web/status/1258744535984885760', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
